number,artist,title,time,bpm,year,genre,genre_combined,decade,track,track_gen,url,lyrics
298,Blondie,One Way or Another,3M 35S,162.1,1979,Dance 1970s,Dance,1970s,POWERTRK_071-14,POWERTRK_071,https://cs.uwaterloo.ca/~dtompkin/music/track/POWERTRK_071/POWERTRK_071-14.html,"One way, or another, I'm gonna find ya; I'm gonna get ya get ya get ya get ya One way, or another, I'm gonna win ya; I'm gonna get ya get ya get ya get ya One way, or another, I'm gonna see ya; I'm gonna meet ya meet ya meet ya meet ya One day, maybe next week, I'm gonna meet ya, I'm gonna meet ya, I'll meet ya I will drive past your house, And if the lights are all down, I'll see who's around One way, or another, I'm gonna find ya; I'm gonna get ya get ya get ya get ya! One way, or another, I'm gonna win ya; I'll get ya! I'll get ya! One way, or another, I'm gonna see ya; I'm gonna meet ya meet ya meet ya meet ya! One day, maybe next week, I'm gonna meet ya; I'll meet ya! Ahhh... And if the lights are all out, I'll follow your bus downtown, See who's hangin' 'round! One way, or another, I'm gonna lose ya; I'm gonna give you the slip! A slip of the hip for another; I'm gonna lose ya, I'm gonna trick ya! I'll trick ya! One way, or another, I'm gonna lose ya; I'm gonna trick ya trick ya trick ya trick ya! One way, or another, I'm gonna lose ya; I'm gonna give you the slip! I walked down the mall, Stand over by the wall, Where I can see it all, Find out who ya call! Lead you to the supermarket checkout Some specials and rat food Get lost in the crowd One way, or another, I'm gonna get ya; I'll get ya, I'll get ya get ya get ya get ya!! (Where I can see it all, find out who ya call) One way, or another, I'm gonna get ya; I'll get ya, I'll get ya get ya get ya get ya!! (Where I can see it all, find out who ya call) One way, or another, I'm gonna get ya; II'll get ya, I'll get ya get ya get ya get ya!! (Where I can see it all, find out who ya call) One way, or another, I'm gonna get ya; I'll get ya, I'll get ya get ya get ya get ya!! (Where I can see it all, find out who ya call) One way, or another, I'm gonna get ya; I'll getcha, I'll get ya get ya get ya get ya! (Where I can see it all, find out who ya call) One way, or another, I'm gonna get ya; I'll get ya, I'll get ya get ya get ya get ya! (Where I can see it all, find out who ya call) One way, or another"
299,Prince,Sign 'O' the Times,3M 42S,98.9,1993,Rock 1980s,Rock,1980s,PRINCE___GH2-10,PRINCE___GH2,https://cs.uwaterloo.ca/~dtompkin/music/track/PRINCE___GH2/PRINCE___GH2-10.html,"Oh yeah! In France, a skinny man died of a BIG disease With a little name By chance his girlfriend came across a needle And soon she did the same At home there are 17-year-old boys And their idea of fun Is being in a gang called The Disciples High on crack and totin' a machine gun Time Times Hurricane Annie ripped the ceiling of a church And killed everyone inside U turn on the telly and every other story Is tellin' U somebody died A sister killed her baby cuz she couldn't afford 2 feed it And yet we're sending people 2 the moon In September, my cousin tried reefer 4 the very first time Now he's doing horse - it's June Times Times It's silly, no? When a rocket ship explodes and everybody still wants 2 fly But some say a man ain't happy unless a man truly dies Oh why? Time Time Baby make a speech, Star Wars fly Neighbors just shine it on But if a night falls and a bomb falls Will anybody see The Dawn? Time Times Is it silly, no? When a rocket blows and.. and everybody still wants 2 fly Some say a man ain't happy truly until a man truly dies Oh why, oh why? Sign ""O"" the times Time Time Sign ""O"" the times mess with your mind Hurry before it's 2 late Let's fall in love, get married, have a baby We'll call him Nate If it's a boy Time Times Times Time"
300,Madonna,Like a Prayer,5M 27S,111.9,1989,Dance 1980s,Dance,1980s,POWERTRK_101-14,POWERTRK_101,https://cs.uwaterloo.ca/~dtompkin/music/track/POWERTRK_101/POWERTRK_101-14.html,"God Life is a mystery, everyone must stand alone I hear you call my name And it feels like home When you call my name it's like a little prayer I'm down on my knees, I wanna take you there In the midnight hour I can feel your power Just like a prayer you know I'll take you there I hear your voice, it's like an angel sighing I have no choice, I hear your voice Feels like flying I close my eyes, Oh God I think I'm falling Out of the sky, I close my eyes Heaven help me When you call my name it's like a little prayer I'm down on my knees, I wanna take you there In the midnight hour I can feel your power Just like a prayer you know I'll take you there Like a child you whisper softly to me You're in control just like a child Now I'm dancing It's like a dream, no end and no beginning You're here with me, it's like a dream Let the choir sing When you call my name it's like a little prayer I'm down on my knees, I wanna take you there In the midnight hour I can feel your power Just like a prayer you know I'll take you there When you call my name it's like a little prayer I'm down on my knees, I wanna take you there In the midnight hour I can feel your power Just like a prayer you know I'll take you there Life is a mystery, everyone must stand alone I hear you call my name And it feels like home Just like a prayer, your voice can take me there Just like a muse to me, you are a mystery Just like a dream, you are not what you seem Just like a prayer, no choice your voice can take me there Just like a prayer, I'll take you there It's like a dream to me Just like a prayer, I'll take you there It's like a dream to me Just like a prayer, I'll take you there It's like a dream to me Just like a prayer, I'll take you there It's like a dream to me Just like a prayer, your voice can take me there Just like a muse to me, you are a mystery Just like a dream, you are not what you seem Just like a prayer, no choice your voice can take me there"
301,Rod Stewart,Do Ya Think I'm Sexy?,5M 28S,112,1979,Rock 1970s,Rock,1970s,POWERTRK_058-01,POWERTRK_058,https://cs.uwaterloo.ca/~dtompkin/music/track/POWERTRK_058/POWERTRK_058-01.html,"Sugar Sugar Ooh... She sits alone, waiting for suggestions He's so nervous, avoiding all her questions His lips are dry, her heart is gently pounding Don't you just know exactly what they're thinking? If you want my body and you think I'm sexy Come on, sugar, let me know If you really need me just reach out and touch me Come on, honey, tell me so Tell me so Babe He's acting shy, looking for an answer Come on, honey, let's spend the night together Now hold on a minute, before we go much further Give me a dime, so I can phone my mother They catch a cab to his high rise apartment At last he can tell her, exactly what his heart meant If you want my body and you think I'm sexy Come on, honey, tell me so If you really need me just reach out and touch me Come on, sugar, let me know His heart's beating like a drum 'Cause at last he's got his girl home Relax, baby, now we are alone They wake at dawn, 'cause all the birds are singing Two total strangers, but that ain't what they're thinking Outside it's cold, misty and it's raining They got each other, neither one's complaining He say's I'm sorry, but I'm out of milk and coffee Never mind, sugar, we can watch the early movie If you want my body and you think I'm sexy Come on, sugar, let me know If you really need me just reach out and touch me Come on, honey, tell me so Sugar"
302,Willie Nelson,Blue Eyes Crying in the Rain,2M 20S,116.8,1998,Country,Country,NA,WILNELSN_GH1-01,WILNELSN_GH1,https://cs.uwaterloo.ca/~dtompkin/music/track/WILNELSN_GH1/WILNELSN_GH1-01.html,In the twilight glow i see her Blue eyes crying in the rain When we kissed goodbye and parted I knew we'd never meet again Love is like a dying ember And only memories remain And through the ages i'll remember Blue eyes crying in the rain. Someday when we meet up yonder We'll stroll hand in hand again In the land that knows no parting For blue eyes crying in the rain.
303,The Rolling Stones,Ruby Tuesday,3M 16S,104.9,1967,TBD,TBD,NA,HOTSTUFF_023-14,HOTSTUFF_023,https://cs.uwaterloo.ca/~dtompkin/music/track/HOTSTUFF_023/HOTSTUFF_023-14.html,"She would never say where she came from Yesterday don't matter if it's gone While the sun is bright Or in the darkest night No one knows She comes and goes Goodbye, Ruby Tuesday Who could hang a name on you? When you change with every new day Still I'm gonna miss you Don't question why she needs to be so free She'll tell you it's the only way to be She just can't be chained To a life where nothing's gained And nothing's lost At such a cost Goodbye, Ruby Tuesday Who could hang a name on you? When you change with every new day Still I'm gonna miss you There's no time to lose, I heard her say Catch your dreams before they slip away Dying all the time Lose your dreams And you will lose your mind Ain't life unkind? Goodbye, Ruby Tuesday Who could hang a name on you? When you change with every new day Still I'm gonna miss you Goodbye, Ruby Tuesday Who could hang a name on you? When you change with every new day Still I'm gonna miss you"
304,The Beatles,With a Little Help From My Friends,2M 43S,112.5,1969,Rock 1960s,Rock,1960s,BEATLES__BLA-04,BEATLES__BLA,https://cs.uwaterloo.ca/~dtompkin/music/track/BEATLES__BLA/BEATLES__BLA-04.html,"Billy Shears! What would you think if I sang out of tune? Would you stand up and walk out on me? Lend me your ears and I'll sing you a song And I'll try not to sing out of key Oh, I get by with a little help from my friends Mm, I get high with a little help from my friends Mm, gonna try with a little help from my friends What do I do when my love is away? Does it worry you to be alone? How do I feel by the end of the day? Are you sad because you're on your own? No, I get by with a little help from my friends Mm, I get high with a little help from my friends Mm, gonna try with a little help from my friends Do you need anybody? I need somebody to love Could it be anybody? I want somebody to love Would you believe in a love at first sight? Yes, I'm certain that it happens all the time What do you see when you turn out the light? I can't tell you but I know it's mine Oh, I get by with a little help from my friends Mm, I get high with a little help from my friends Mm, gonna try with a little help from my friends Do you need anybody? I just need someone to love Could it be anybody? I want somebody to love Oh, I get by with a little help from my friends Mm, gonna try with a little help from my friends Mm, I get high with a little help from my friends Yes I get by with a little help from my friends With a little help from my friends"
305,James Brown,Say It Loud (I'm Back And I'm Proud),2M 47S,114.8,1991,TBD,TBD,NA,DTRANDOM_005-03,DTRANDOM_005,https://cs.uwaterloo.ca/~dtompkin/music/track/DTRANDOM_005/DTRANDOM_005-03.html,Measured Time:
306,The Jam,That's Entertainment,3M 31S,143.2,1991,TBD,TBD,NA,DTRANDOM_007-24,DTRANDOM_007,https://cs.uwaterloo.ca/~dtompkin/music/track/DTRANDOM_007/DTRANDOM_007-24.html,A police car and a screaming siren Pneumatic drill and ripped up concrete A baby wailing and a stray dog howling The screech of brakes and lamplights blinking That's entertainment That's entertainment A smash of glass and the rumble of boots An electric train and a ripped up phone booth Paint splattered walls and the cry of a tom cat Lights going out and a kick in the balls I say that's entertainment That's entertainment Days of speed and slow-time mondays Pissing down with rain on a boring Wednesday Watching the news and not eating your tea A freezing cold flat with damp on the walls I say that's entertainment That's entertainment Waking up at 6 a.m. on a cool warm morning Opening the window and breathing in petrol An amateur band rehearsing in a nearby yard Watching the telly and thinking 'bout your holidays That's entertainment That's entertainment Waking up from bad dreams and smoking cigarettes Cuddling a warm girl and smelling stale perfume A hot summer's day and sticky black tarmac Feeding ducks in the park and wishing you were far away That's entertainment That's entertainment Two lovers kissing at the scream of midnight Two lovers missing the tranquility of solitude Getting a cab and travelling on buses Reading the grafitti about slashed seat affairs That's entertainment That's entertainment
307,The Teenagers Featuring Frankie Lymon,Why Do Fools Fall in Love,2M 17S,88.1,1956,Rock 1950s,Rock,1950s,POWERTRK_058-13,POWERTRK_058,https://cs.uwaterloo.ca/~dtompkin/music/track/POWERTRK_058/POWERTRK_058-13.html,Measured Time:
